::1 - - [12/Sep/2019:19:21:19 -0300] "GET /phpmyadmin/ HTTP/1.1" 200 8024
::1 - - [12/Sep/2019:19:21:33 -0300] "GET /phpmyadmin/navigation.php?ajax_request=1&token=a30bb7c9bbdddb059128bdc932b46cfa&aPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv.dGFibGVz.ZW1wcmVzYQ%3D%3D&vPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv.VGFiZWxhcw%3D%3D.ZW1wcmVzYQ%3D%3D&pos=0&pos2_name=tables&pos2_value=0&searchClause=&searchClause2=&_nocache=1568326893239668489 HTTP/1.1" 200 3492
::1 - - [12/Sep/2019:19:21:35 -0300] "GET /phpmyadmin/navigation.php?ajax_request=1&token=a30bb7c9bbdddb059128bdc932b46cfa&aPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv.dGFibGVz.ZW1wcmVzYQ%3D%3D.Y29sdW1ucw%3D%3D&vPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv.VGFiZWxhcw%3D%3D.ZW1wcmVzYQ%3D%3D.Q29sdW1ucw%3D%3D&pos=0&pos2_name=tables&pos2_value=0&searchClause=&searchClause2=&_nocache=1568326895268686291 HTTP/1.1" 200 2666
::1 - - [12/Sep/2019:19:22:09 -0300] "GET / HTTP/1.1" 200 81031
::1 - - [12/Sep/2019:19:22:09 -0300] "GET /index.php?=PHPE9568F35-D428-11d2-A769-00AA001ACF42 HTTP/1.1" 200 2146
::1 - - [12/Sep/2019:19:22:09 -0300] "GET /index.php?=PHPE9568F34-D428-11d2-A769-00AA001ACF42 HTTP/1.1" 200 2524
::1 - - [12/Sep/2019:19:22:10 -0300] "GET /favicon.ico HTTP/1.1" 404 209
::1 - - [12/Sep/2019:19:22:19 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 302 179
::1 - - [12/Sep/2019:19:22:19 -0300] "GET /site-exemplo/admin/login.php?erro=Usu%C3%A1rio%20n%C3%A3o%20autorizado!!! HTTP/1.1" 200 2711
::1 - - [12/Sep/2019:19:22:41 -0300] "POST /site-exemplo/admin/login_action.php HTTP/1.1" 302 197
::1 - - [12/Sep/2019:19:22:41 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10376
::1 - - [12/Sep/2019:19:22:41 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:17 -0300] "GET /site-exemplo/admin/empresa.php HTTP/1.1" 200 8425
::1 - - [12/Sep/2019:19:23:17 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:20 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:23:20 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:20 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:23 -0300] "GET /site-exemplo/admin/portifolio_form.php?id=2 HTTP/1.1" 200 8509
::1 - - [12/Sep/2019:19:23:23 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:23 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:36 -0300] "POST /site-exemplo/admin/portifolio_acao.php HTTP/1.1" 302 1630
::1 - - [12/Sep/2019:19:23:36 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:23:36 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:36 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:41 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 200 8461
::1 - - [12/Sep/2019:19:23:41 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:23:41 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:26:04 -0300] "POST /site-exemplo/admin/portifolio_acao.php HTTP/1.1" 302 1630
::1 - - [12/Sep/2019:19:26:04 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:26:04 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:26:04 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:26:29 -0300] "GET /phpmyadmin/navigation.php?ajax_request=1&token=a30bb7c9bbdddb059128bdc932b46cfa&aPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv.dGFibGVz.cG9ydGlmb2xpbw%3D%3D&vPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv.VGFiZWxhcw%3D%3D.cG9ydGlmb2xpbw%3D%3D&pos=0&pos2_name=tables&pos2_value=0&searchClause=&searchClause2=&_nocache=1568327189170480677 HTTP/1.1" 200 3532
::1 - - [12/Sep/2019:19:26:30 -0300] "GET /phpmyadmin/sql.php?server=1&db=site_exemplo&table=portifolio&pos=0&token=a30bb7c9bbdddb059128bdc932b46cfa&ajax_request=true&ajax_page_request=true&menuHashes=6c43dedb&_nocache=1568327190554966341 HTTP/1.1" 200 29337
::1 - - [12/Sep/2019:19:26:30 -0300] "GET /phpmyadmin/js/get_scripts.js.php?scripts[]=tbl_change.js&scripts[]=tbl_structure.js&scripts[]=gis_data_editor.js&scripts[]=makegrid.js&scripts[]=sql.js HTTP/1.1" 200 57302
::1 - - [12/Sep/2019:19:26:31 -0300] "GET /phpmyadmin/index.php?ajax_request=1&recent_table=1&token=a30bb7c9bbdddb059128bdc932b46cfa HTTP/1.1" 200 231
::1 - - [12/Sep/2019:19:27:56 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 200 8461
::1 - - [12/Sep/2019:19:27:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:27:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:28:03 -0300] "GET /site-exemplo/admin/contatos_lista.php HTTP/1.1" 200 8692
::1 - - [12/Sep/2019:19:28:03 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:28:03 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:28:10 -0300] "GET /site-exemplo/admin/categoria_lista.php HTTP/1.1" 200 8125
::1 - - [12/Sep/2019:19:28:10 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:28:10 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:28:14 -0300] "GET /site-exemplo/admin/categoria_form.php HTTP/1.1" 200 6661
::1 - - [12/Sep/2019:19:28:14 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:28:14 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:06 -0300] "GET /site-exemplo/admin/categoria_form.php HTTP/1.1" 200 6700
::1 - - [12/Sep/2019:19:34:07 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:07 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:22 -0300] "GET /site-exemplo/admin/categoria_lista.php HTTP/1.1" 200 8125
::1 - - [12/Sep/2019:19:34:22 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:22 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:32 -0300] "GET /site-exemplo/admin/contatos_lista.php HTTP/1.1" 200 8692
::1 - - [12/Sep/2019:19:34:33 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:33 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:52 -0300] "GET /site-exemplo/admin/categoria_lista.php HTTP/1.1" 200 8125
::1 - - [12/Sep/2019:19:34:52 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:34:52 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:35:00 -0300] "GET /site-exemplo/admin/usuario_lista.php HTTP/1.1" 200 7407
::1 - - [12/Sep/2019:19:35:00 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:35:00 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:35:02 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6833
::1 - - [12/Sep/2019:19:35:02 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:35:02 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:20 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:20 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:20 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:23 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:23 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:23 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:24 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:24 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:24 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:24 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:24 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:24 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:26 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6956
::1 - - [12/Sep/2019:19:37:26 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:37:26 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:35 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6986
::1 - - [12/Sep/2019:19:38:35 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:35 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:55 -0300] "GET /site-exemplo/admin/usuario_lista.php HTTP/1.1" 200 7407
::1 - - [12/Sep/2019:19:38:55 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:55 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:57 -0300] "GET /site-exemplo/admin/usuario_form.php HTTP/1.1" 200 6986
::1 - - [12/Sep/2019:19:38:57 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:57 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:59 -0300] "GET /site-exemplo/admin/categoria_lista.php HTTP/1.1" 200 8125
::1 - - [12/Sep/2019:19:38:59 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:38:59 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:00 -0300] "GET /site-exemplo/admin/categoria_form.php HTTP/1.1" 200 6700
::1 - - [12/Sep/2019:19:39:00 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:00 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:02 -0300] "GET /site-exemplo/admin/contatos_lista.php HTTP/1.1" 200 8692
::1 - - [12/Sep/2019:19:39:02 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:02 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:05 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:39:05 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:05 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:06 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 200 8449
::1 - - [12/Sep/2019:19:39:06 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:06 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:10 -0300] "GET /site-exemplo/admin/empresa.php HTTP/1.1" 200 8425
::1 - - [12/Sep/2019:19:39:10 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:10 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:35 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:39:35 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:35 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:37 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 200 8449
::1 - - [12/Sep/2019:19:39:37 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:39:37 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:41:28 -0300] "GET /site-exemplo/admin/empresa.php HTTP/1.1" 200 8425
::1 - - [12/Sep/2019:19:41:28 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:41:28 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:42:42 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:42:42 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:42:42 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:42:44 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 200 8480
::1 - - [12/Sep/2019:19:42:44 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:42:44 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:43:54 -0300] "GET /site-exemplo/admin/categoria_lista.php HTTP/1.1" 200 8125
::1 - - [12/Sep/2019:19:43:54 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:43:54 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:43:56 -0300] "GET /site-exemplo/admin/categoria_form.php HTTP/1.1" 200 6731
::1 - - [12/Sep/2019:19:43:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:43:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:44:39 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:44:39 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:44:39 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:44:41 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 200 8480
::1 - - [12/Sep/2019:19:44:41 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:44:41 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:44:47 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7674
::1 - - [12/Sep/2019:19:44:47 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:19:44:47 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [12/Sep/2019:20:14:46 -0300] "GET /site-exemplo/admin/logout.php HTTP/1.1" 302 -
::1 - - [12/Sep/2019:20:14:46 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 302 179
::1 - - [12/Sep/2019:20:14:46 -0300] "GET /site-exemplo/admin/login.php?erro=Usu%C3%A1rio%20n%C3%A3o%20autorizado!!! HTTP/1.1" 200 2711
::1 - - [12/Sep/2019:20:14:51 -0300] "GET /phpmyadmin/index.php?token=a30bb7c9bbdddb059128bdc932b46cfa&old_usr=root HTTP/1.1" 200 8194
